total_return,annualized_return,volatility,sharpe_ratio,max_drawdown,calmar_ratio,sortino_ratio,var_95,cvar_95
3.3412971840150574,0.1570700919457213,0.41349441344025406,0.5153625646086706,-0.7612065311376301,0.30622378004765394,0.6285366355332284,-0.03947790114557277,-0.06288388346503133
