Date,Portfolio_Return,Cumulative_Return
2018-05-12,0.003835832270360912,-0.41078312670651373
2018-05-13,0.013383629055965726,-0.4028972666408378
2018-05-14,-0.0016567720256580151,-0.4038865297459112
2018-05-15,-0.017060615086004035,-0.4140565922094983
2018-05-16,-0.0041842217588706,-0.41650830936584204
2018-05-17,-0.020112228563706938,-0.4282436276129
2018-05-18,0.007861356581348431,-0.42374884689190684
2018-05-19,-0.00019862245950805793,-0.4238633033132315
2018-05-20,0.0161431184278791,-0.41456266038796996
2018-05-21,-0.002019619169946686,-0.41574502086185294
2018-05-22,-0.025271192066715253,-0.4305098406555877
2018-05-23,-0.028762702425456522,-0.4468899166430369
2018-05-24,0.0016708718862580572,-0.4459657405547498
2018-05-25,-0.006369311706869816,-0.44949455744944133
2018-05-26,-0.00836647201643826,-0.4541003458294376
2018-05-27,0.0005861487188869152,-0.45378036744650463
2018-05-28,-0.017053743659901074,-0.46309545704207733
2018-05-29,0.02218889272971076,-0.4511821397322896
2018-05-30,-0.004572165366991305,-0.4536914257457919
2018-05-31,0.00463160944912929,-0.45116113779113576
2018-06-01,0.011877533398749144,-0.44464228587471855
2018-06-02,0.006918043730654175,-0.44080029692224365
2018-06-03,0.005437167567883066,-0.4377598344326995
2018-06-04,-0.009691601629864783,-0.44320884213768696
2018-06-05,0.011454771038204331,-0.4368309269082775
2018-06-06,0.003889871606083811,-0.4346402715214335
2018-06-07,-8.807205279044795e-05,-0.4346900639132857
2018-06-08,-0.007249564785683136,-0.4387883149189368
2018-06-09,-0.006190532935301826,-0.44226251433910735
2018-06-10,-0.053412700491801295,-0.4720527796137629
2018-06-11,0.008471412930054859,-0.46758032070459643
2018-06-12,-0.021924497377080094,-0.4792533545668144
2018-06-13,-0.021895276854239414,-0.49065524653949044
2018-06-14,0.026886954266387878,-0.4769605174473731
2018-06-15,-0.021792513792582995,-0.48835886258496664
2018-06-16,0.007369197202121181,-0.48458847814663764
2018-06-17,-0.0038836663000709755,-0.4865901645047278
2018-06-18,0.01568512612653416,-0.4785372664803813
2018-06-19,-0.0061840675735690505,-0.4817620272615647
2018-06-20,0.003169259855230586,-0.4801195964591086
2018-06-21,-0.006818992614489232,-0.4836646570912717
2018-06-22,-0.04564307904926755,-0.5072317919635855
2018-06-23,0.005589631927338913,-0.5044773990551675
2018-06-24,0.00037051169601259464,-0.5042938021358789
2018-06-25,-0.003597352907305632,-0.5060770322679349
2018-06-26,-0.004506007017590068,-0.5083026526266845
2018-06-27,0.0031186995730288877,-0.5067691963193719
2018-06-28,-0.013705740289092733,-0.513529289617199
2018-06-29,0.020945794005031132,-0.5033397743280398
2018-06-30,0.012789362826936882,-0.4969878065002127
2018-07-01,-0.0012217909252068267,-0.49760238223349906
2018-07-02,0.020995175375076936,-0.4870544561404705
2018-07-03,-0.015797324321460915,-0.4951576232560676
2018-07-04,0.004415829598089762,-0.4929283253464717
2018-07-05,0.007358399192843973,-0.4891970895449872
2018-07-06,0.009680360225676329,-0.48425233336745876
2018-07-07,0.011754036929541514,-0.478190216247535
2018-07-08,-0.0051698738244718104,-0.48088790698991013
2018-07-09,0.005554132144115771,-0.4780046898277236
2018-07-10,-0.02776240995010141,-0.4924965376207566
2018-07-11,-0.002194772088519366,-0.4936103920548135
2018-07-12,-0.0021295260435566232,-0.49468876191311917
2018-07-13,0.0018245788700486183,-0.49376678170530774
2018-07-14,0.002602765173790155,-0.4924491755149146
2018-07-15,0.005863076343369747,-0.48947336628281823
2018-07-16,0.02367873365116167,-0.47738474210120485
2018-07-17,0.03734625639229627,-0.4578670186851904
2018-07-18,-0.0003488619865872295,-0.4580561482740464
2018-07-19,0.008510183800378329,-0.45344410648637357
2018-07-20,-0.008018501230418683,-0.45782666559100516
2018-07-21,0.003962067145218055,-0.4556785384357299
2018-07-22,-0.00010555475728774644,-0.4557359941554918
2018-07-23,0.016431291502208005,-0.4467930336213013
2018-07-24,0.04180289450860693,-0.4236673811643461
2018-07-25,-0.0064398855952345815,-0.42737889729444967
2018-07-26,-0.014313771960928522,-0.43557526517859235
2018-07-27,0.001877401038581765,-0.4345156135952374
2018-07-28,0.001334663344641049,-0.43376088231273613
2018-07-29,0.0013417026203716522,-0.4330011578047782
2018-07-30,-0.005994869175699517,-0.4364002416865116
2018-07-31,-0.02426343342122563,-0.4500751068985698
2018-08-01,0.013913539608144438,-0.44242370511689844
2018-08-02,0.010243833814689608,-0.4367119862131056
2018-08-03,-0.0074738331823289,-0.44092190686175414
2018-08-04,-0.028029004600517146,-0.4565923093063744
2018-08-05,0.0026065353818442633,-0.4551758979338152
2018-08-06,-0.0061428769569635945,-0.45852268535599594
2018-08-07,-0.017687494486051676,-0.4681000623730839
2018-08-08,-0.03464458304322905,-0.48652751393288796
2018-08-09,0.023509277159701636,-0.47445614694405513
2018-08-10,-0.03257502567897794,-0.49157575145278154
2018-08-11,0.008528068176093601,-0.4872398747987917
2018-08-12,0.0020573291014554344,-0.4861849584711494
2018-08-13,-0.0004922744385523641,-0.4864378964822378
2018-08-14,-0.006067117293457592,-0.48955373800175483
2018-08-15,0.008723885034801525,-0.48510066349563796
2018-08-16,0.00842840435165873,-0.4807608836871784
2018-08-17,0.02730726702182341,-0.46658188248984855
2018-08-18,-0.012715042652262499,-0.47336431660547973
2018-08-19,0.006534333914331217,-0.469923103198978
2018-08-20,-0.018686667283915274,-0.479828473804389
2018-08-21,0.011568881586464602,-0.4738106710131814
2018-08-22,-0.007397539186971615,-0.4777031771941277
2018-08-23,0.011458911352136746,-0.47171822420209253
2018-08-24,0.014008235957998617,-0.4643179284344049
2018-08-25,0.0025751780453388755,-0.4629384517244275
2018-08-26,-0.003648127561450714,-0.464897720760887
2018-08-27,0.0159588438070965,-0.4563581070656886
2018-08-28,0.01690672723763956,-0.4471669018668941
2018-08-29,0.004885968000757969,-0.44446577703965584
2018-08-30,3.933647828054508e-05,-0.4444439242797603
2018-08-31,0.009133226991186382,-0.4393699045338747
2018-09-01,0.009615756116596534,-0.4339790222642482
2018-09-02,0.004581770651496841,-0.4313856439603271
2018-09-03,-0.0009069458213995931,-0.43190134637452504
2018-09-04,0.0067193084352917,-0.42808411629914156
2018-09-05,-0.04021054188507514,-0.4510811638954346
2018-09-06,-0.025528009507245254,-0.4650939691622179
2018-09-07,-0.009513056299716823,-0.4701825603486357
2018-09-08,-0.016884879310583772,-0.4791284638737915
2018-09-09,0.004969189579963875,-0.47654015446397335
2018-09-10,-0.0039266713523935445,-0.47859560924356803
2018-09-11,0.011759714812476018,-0.47246404230629957
2018-09-12,-0.004050403601663584,-0.4746007758493491
2018-09-13,0.024534118611413837,-0.4617105689656923
2018-09-14,-0.005903108530192593,-0.4648881498977434
2018-09-15,0.0024827245468870642,-0.46355961457216444
2018-09-16,-0.0017855456335972692,-0.46451745336005035
2018-09-17,-0.03092885231575309,-0.48107931396274073
2018-09-18,0.007578984747415385,-0.47714642199814594
2018-09-19,0.0024264678649508166,-0.47587773459304994
2018-09-20,0.012985664062132113,-0.46907165892699154
2018-09-21,0.008859637124030225,-0.4643678264862213
2018-09-22,-0.00106027662176735,-0.4649357447576644
2018-09-23,-0.0005509426401095897,-0.4652305344710759
2018-09-24,-0.0006176313807459238,-0.4655608248744513
2018-09-25,-0.006540471739206513,-0.46905630919568475
2018-09-26,-0.0007897341219907435,-0.46947561354516865
2018-09-27,0.022740932670388098,-0.4574109941928004
2018-09-28,-0.0021234804265309673,-0.4585631713262829
2018-09-29,-0.0022674482645006363,-0.4597908513237958
2018-09-30,0.0015509318322316792,-0.4589530237590511
2018-10-01,0.0027778539358675304,-0.4574500742866109
2018-10-02,0.001553090695610036,-0.45660744504508155
2018-10-03,0.0020666870320091087,-0.4554844226984659
2018-10-04,-0.005560798236740215,-0.4585123639606018
2018-10-05,-0.0062445560693353665,-0.4618937138647017
2018-10-06,-0.0022822832990719516,-0.4631218248546739
2018-10-07,0.0009765411054418107,-0.4625975412480299
2018-10-08,0.0012351543896827676,-0.46193376624207616
2018-10-09,0.006759183739209509,-0.4582968777042419
2018-10-10,-0.030431408125830058,-0.4747816665018605
2018-10-11,-0.028717796840180197,-0.4898647798999981
2018-10-12,0.020955724093913056,-0.4791745269769948
2018-10-13,0.0009201157590758372,-0.4786953072515382
2018-10-14,0.00012130796855707579,-0.4786320688382616
2018-10-15,0.009113039347840378,-0.47388082236688245
2018-10-16,0.01316151454844524,-0.4669562971562482
2018-10-17,-0.005797399961846051,-0.4700465646987768
2018-10-18,-0.01800264680600598,-0.4795871292181343
2018-10-19,0.006695366106408911,-0.4761027745217624
2018-10-20,0.0016251705798843476,-0.47525135216403214
2018-10-21,-0.0004569577259508055,-0.475491140112843
2018-10-22,0.009121070542760311,-0.47070705780150945
2018-10-23,0.0007661446660816081,-0.4703015428370494
2018-10-24,-0.04538987985806637,-0.4943444921686788
2018-10-25,0.04208606691764015,-0.47306344062881656
2018-10-26,-0.04261744660236981,-0.4955201313106544
2018-10-27,5.1927141411492534e-05,-0.49549393511317374
2018-10-28,6.571855632196625e-05,-0.4954607797029337
2018-10-29,-0.0385242439167242,-0.5148977716912118
2018-10-30,0.0006408626134355318,-0.5145868878093943
2018-10-31,0.03232338734058616,-0.498896691763858
2018-11-01,0.02559707397835373,-0.48606991331213967
2018-11-02,-0.0345187454577045,-0.5038101351575739
2018-11-03,-6.504016643153857e-05,-0.5038424074289649
2018-11-04,0.0003815175364235651,-0.5036531146065695
2018-11-05,-0.023966890562033508,-0.5155490060896
2018-11-06,0.010070493815787738,-0.510670345351373
2018-11-07,0.044519737835959694,-0.48888551741105546
2018-11-08,-0.0023860425550118027,-0.4901050583169956
2018-11-09,-0.020990390971303972,-0.500807952497212
2018-11-10,0.00015326426545029552,-0.5007314441947329
2018-11-11,-5.3093293049263703e-05,-0.5007579520064765
2018-11-12,-0.036255858511979856,-0.5188584010617607
2018-11-13,-0.003930972693585848,-0.5207497555489353
2018-11-14,-0.02171636145663083,-0.5311573270856133
2018-11-15,0.02173143224213356,-0.5209687043069535
2018-11-16,0.008857342167145114,-0.5167257602122293
2018-11-17,-0.00010548942475491723,-0.5167767405337833
2018-11-18,0.00029850697195854276,-0.5166324950218202
2018-11-19,-0.038984861523776816,-0.535476510268488
2018-11-20,-0.03771719226182523,-0.5529970320408255
2018-11-21,0.007322675460704793,-0.5497237743764887
2018-11-22,-0.00128621206053257,-0.5503029250884567
2018-11-23,-0.012107025647633224,-0.5557474191080765
2018-11-24,-0.001963184171499276,-0.5566195687430311
2018-11-25,0.0005846478453209154,-0.5563603473292393
2018-11-26,0.02245966614426677,-0.5463963488418955
2018-11-27,0.002469704978946775,-0.5452760816461619
2018-11-28,0.03808584513290747,-0.5279575369135088
2018-11-29,-0.008066150944008752,-0.5317651026727461
2018-11-30,0.0005909667057441034,-0.5314883914379582
2018-12-01,0.0009512228414540713,-0.5310427324944076
2018-12-02,-0.00037024575196222876,-0.5312163619305532
2018-12-03,0.014897197170166413,-0.5242327996440848
2018-12-04,-0.017092695160861454,-0.532364943367305
2018-12-05,-0.001254401331969839,-0.5329515454052207
2018-12-06,0.005497261847447364,-0.5303840577548676
2018-12-07,-0.02836852806244949,-0.5437063707910224
2018-12-08,4.053444758997103e-05,-0.5436878751808235
2018-12-09,0.000708137190187888,-0.5433647435949054
2018-12-10,0.021034209392374312,-0.5337597819957401
2018-12-11,0.006014030259701272,-0.5309557992163727
2018-12-12,0.002890450717977319,-0.5296000500694547
2018-12-13,0.012291794466619314,-0.5238179905678004
2018-12-14,-0.03043386596879881,-0.5383100500196133
2018-12-15,-1.9605258872127388e-06,-0.5383109551747121
2018-12-16,0.0001463404616081122,-0.5382433913867729
2018-12-17,-0.03485783934342203,-0.5543392290655762
2018-12-18,-0.007165708907154101,-0.5575327044214302
2018-12-19,-0.007606908201006354,-0.5608985125208439
2018-12-20,-0.032131355906288676,-0.5750074386940174
2018-12-21,-0.01384710841348196,-0.5808923567653448
2018-12-22,0.0009396996253375225,-0.5804985214700211
2018-12-23,0.0010949321043172426,-0.58003919583337
2018-12-24,-0.05507645736473287,-0.6031691491589124
2018-12-25,-0.001436893932924766,-0.6037393530008833
2018-12-26,0.07860434341808947,-0.5725915450210904
2018-12-27,-0.011602368771554648,-0.5775504955318361
2018-12-28,0.021411009367029315,-0.5685054252345714
2018-12-29,-0.0002403949871613176,-0.5686091543673324
2018-12-30,0.0002510222298814825,-0.5685008656753112
2018-12-31,0.004201246202688984,-0.566688031575766
2019-01-01,0.000809456405829613,-0.5663372844272023
2019-01-02,-0.030239222722243622,-0.5794509078697412
2019-01-03,-0.03522839360903906,-0.59426617681923
2019-01-04,0.049183832928369274,-0.5743106322465185
2019-01-05,3.56083468527219e-05,-0.57429547415186
2019-01-06,0.0007189813495672312,-0.5739894005373489
2019-01-07,0.02294536506057951,-0.564214431813002
2019-01-08,0.004753098379807005,-0.5621431001349091
2019-01-09,0.011429473708523725,-0.5571386262098055
2019-01-10,0.0022759158146705523,-0.5561307110054896
2019-01-11,-0.0015163805055957026,-0.5568037857423536
2019-01-12,-0.00019572820006971144,-0.5568905317396479
2019-01-13,-0.0010475590394632378,-0.5573547150685958
2019-01-14,-0.02116179031276537,-0.5667218817712484
2019-01-15,0.027313671263702443,-0.5548874656841927
2019-01-16,0.004268288674106889,-0.5529875968952696
2019-01-17,0.005273758915338137,-0.5506301612491291
2019-01-18,-0.06298577803894993,-0.5789340701700902
2019-01-19,0.00047734845837016056,-0.5787330749976137
2019-01-20,-0.0007616172454826938,-0.579053919152647
2019-01-21,-0.00026544985917221944,-0.579165659230527
2019-01-22,-0.014683237469160998,-0.585344869791223
2019-01-23,-0.015224006011756703,-0.5916575819863272
2019-01-24,0.004890947906133232,-0.5896604004919579
2019-01-25,0.014004629597793023,-0.583913746391541
2019-01-26,1.6964210613720585e-05,-0.5839066878167013
2019-01-27,-0.00031973696715406147,-0.5840397282303919
2019-01-28,-0.01108875927131873,-0.5886522115504773
2019-01-29,-0.007571027790270751,-0.5917665370882951
2019-01-30,0.0348284204554606,-0.5775484103980175
2019-01-31,-0.009933403138507543,-0.5817447923440374
2019-02-01,0.0011942195475189057,-0.5812453037992031
2019-02-02,0.0003532207129796686,-0.5810973909668474
2019-02-03,-0.00043295992000024874,-0.5812787590069424
2019-02-04,0.013819263229440397,-0.5754923399579013
2019-02-05,0.019750082886956323,-0.5671082784859219
2019-02-06,-0.011962627121134594,-0.5722868007342209
2019-02-07,-0.019472927394952145,-0.5806156288093861
2019-02-08,0.0007384958226564465,-0.5803059152031744
2019-02-09,2.572508412290637e-05,-0.5802951185375371
2019-02-10,0.0004918451490322198,-0.5800886887275647
2019-02-11,0.00928306377427643,-0.5761906252454827
2019-02-12,0.005967514165006657,-0.5736615367983725
2019-02-13,-0.00619571249956302,-0.5763030073438753
2019-02-14,-0.007066499782320366,-0.5792970620502496
2019-02-15,0.012004395064288133,-0.5742467777783941
2019-02-16,0.00011930301003036932,-0.5741959841374529
2019-02-17,0.0009260644474284772,-0.5738016621767903
2019-02-18,0.0015319975771133224,-0.5731487273558754
2019-02-19,-0.0035479481584981746,-0.5746631735426058
2019-02-20,-0.006818201017997878,-0.5775632055257496
2019-02-21,-0.0109898289693171,-0.5822057136473682
2019-02-22,0.012713143351126286,-0.5768942349936856
2019-02-23,0.0009668105795508006,-0.5764851718638085
2019-02-24,-0.0023961045285179794,-0.5774999576614002
2019-02-25,0.0041091598363809595,-0.5757638374565532
2019-02-26,0.002969064588019512,-0.5745042528893881
2019-02-27,-0.0005627762800381876,-0.5747437118031191
2019-02-28,-0.0013081544208869006,-0.5753000126965339
2019-03-01,0.004640237247414352,-0.573329303996472
2019-03-02,-0.00015277512081217365,-0.5733944886636009
2019-03-03,-0.00019164483352854096,-0.5734762454058033
2019-03-04,-0.0034328767825417125,-0.5749404489001522
2019-03-05,-0.0021926315748991712,-0.5758724478931061
2019-03-06,-0.0026165850899827273,-0.5769822137221999
2019-03-07,-0.01037393437620804,-0.5813705724770146
2019-03-08,-0.0003191327035920994,-0.5815041708180233
2019-03-09,0.00036600873224120476,-0.5813509976901361
2019-03-10,-0.0001174452906735282,-0.5814001660439025
2019-03-11,0.017583020749748688,-0.5740399164776111
2019-03-12,0.005227760182362788,-0.5718130993136968
2019-03-13,0.007033245815875062,-0.5688015555860324
2019-03-14,0.0002406983499999056,-0.5686977668319395
2019-03-15,0.008071790912281085,-0.565216385385807
2019-03-16,0.0005553796081508093,-0.5649749154322921
2019-03-17,-0.00022801414701738393,-0.5650741073058809
2019-03-18,0.00870537123035636,-0.5612879159522846
2019-03-19,0.0007270877329904172,-0.5609689337776588
2019-03-20,-0.0010587979716183912,-0.5614337789800524
2019-03-21,0.01648850070404006,-0.5542024795359968
2019-03-22,-0.02302891671890017,-0.5644687135082546
2019-03-23,0.00010628475222003015,-0.5644224231733858
2019-03-24,-0.0001249488621416666,-0.5644768480959846
2019-03-25,0.0016552440425136737,-0.5637559509934187
2019-03-26,0.004555462445692239,-0.5617686576110126
2019-03-27,-0.006369387214742851,-0.5645599227203246
2019-03-28,0.002329433960970071,-0.5635455938163418
2019-03-29,0.007561767134826041,-0.5602452272318122
2019-03-30,-8.247171137009316e-06,-0.5602488539646816
2019-03-31,-4.38604617188976e-05,-0.5602681416529881
2019-04-01,0.010673672217915596,-0.5555745879332172
2019-04-02,0.0040899644942645605,-0.5537569037775152
2019-04-03,0.004392372681857841,-0.5517968377922
2019-04-04,-0.0025140911279034014,-0.5529236613858048
2019-04-05,0.00540124312217559,-0.5505088933867774
2019-04-06,7.191842167979114e-05,-0.5504765666958307
2019-04-07,0.0007755265253080547,-0.5501279493495559
2019-04-08,0.0018809894185780984,-0.5492817447825684
2019-04-09,-0.004885576621735091,-0.5514837633532479
2019-04-10,0.006710896375287697,-0.5484738173664774
2019-04-11,-0.0019666798018908053,-0.5493618247898877
2019-04-12,0.004590754022235423,-0.5472930557744691
2019-04-13,2.926715721841513e-07,-0.5472929232800159
2019-04-14,0.0003387167621247539,-0.5471395838047983
2019-04-15,-0.00010091311277405735,-0.5471852833590488
2019-04-16,0.0013909841643163568,-0.5465554252588318
2019-04-17,0.0057045324719457256,-0.5439687359579932
2019-04-18,0.007695088576456068,-0.5404595349875567
2019-04-19,4.160292054484012e-06,-0.5404576231650114
2019-04-20,6.650399538827603e-05,-0.5404270617609017
2019-04-21,-0.00025937680744757947,-0.5405462643224115
2019-04-22,0.002916684550025834,-0.5392061827101089
2019-04-23,0.013041230068922294,-0.5331968645244946
2019-04-24,-0.004021335053754121,-0.5350740363363846
2019-04-25,0.01631538807471095,-0.5274885888132037
2019-04-26,0.0033497415910599348,-0.5259057976869009
2019-04-27,0.00011168939819320849,-0.5258528463907577
2019-04-28,-4.027593372790128e-05,-0.5258719431100938
2019-04-29,0.0005406747208310114,-0.5256155940552967
2019-04-30,-0.0005911976457098692,-0.5258960489992526
2019-05-01,-0.012027291107973313,-0.5315982352333789
2019-05-02,-0.007926464224235279,-0.5353110050643701
2019-05-03,0.01929136628428537,-0.5263465194547905
2019-05-04,-0.00012810527316892668,-0.5264071969633033
2019-05-05,-9.616605616877521e-05,-0.5264527405154011
2019-05-06,-0.005278451276821195,-0.5289523366518629
2019-05-07,-0.019875515236869135,-0.5383146516620303
2019-05-08,-0.0009786880129578242,-0.5387664975782069
2019-05-09,-0.0024349243521745246,-0.5398895662652925
2019-05-10,0.007266013205771845,-0.5365463977776628
2019-05-11,0.002370655001384482,-0.5354477091776447
2019-05-12,-0.0006936710311659434,-0.5357699556442499
2019-05-13,-0.030567524321614505,-0.5499603188159186
2019-05-14,0.011915366033645017,-0.5445979312849453
2019-05-15,0.015225861307749954,-0.5376640425474274
2019-05-16,0.0161658133296004,-0.530190005763687
2019-05-17,-0.010487965819993422,-0.5351173569251289
2019-05-18,-0.0004828839673134931,-0.535341841300152
2019-05-19,0.0022770800744392394,-0.534283777465551
2019-05-20,-0.02591771829785471,-0.5463540793279399
2019-05-21,0.009391394178803329,-0.5420937116693024
2019-05-22,-0.019780034447756577,-0.551151113826328
2019-05-23,-0.0028545889841041215,-0.5524323929123267
2019-05-24,0.0071721948659238715,-0.5492223508186187
2019-05-25,0.004620200588645081,-0.5471396676585228
2019-05-26,0.030263317884968773,-0.5334346114633801
2019-05-27,0.010882023202917047,-0.5283574360796466
2019-05-28,-0.002655467070231321,-0.5296098673770566
2019-05-29,-0.008897575802851335,-0.5337951992389826
2019-05-30,-0.02359330278527828,-0.5447945102632876
2019-05-31,0.015649717408097223,-0.5376706729862936
2019-06-01,-0.005114996420811044,-0.5400354858392047
2019-06-02,0.009233729957239251,-0.5357882977255312
2019-06-03,-0.04940462355167385,-0.558722502124683
2019-06-04,-0.009750665881034437,-0.5630252515672841
2019-06-05,0.021361895930715316,-0.5536906424669139
2019-06-06,0.012398524186507956,-0.5481570651028751
2019-06-07,0.015838297271220523,-0.5410006423800737
2019-06-08,-0.010567447692477867,-0.5458510940826032
2019-06-09,-0.02676992570254236,-0.5580086265519029
2019-06-10,0.023056132091884292,-0.5478180150622102
2019-06-11,-0.005475184158866154,-0.5502937947030662
2019-06-12,0.009131742537940853,-0.5461871934185802
2019-06-13,0.00788059431134118,-0.542610878796621
2019-06-14,0.023628174018703048,-0.5318036090465659
2019-06-15,0.007110457014912905,-0.5284745187341541
2019-06-16,0.007361332567420262,-0.5250034628525433
2019-06-17,0.017390717729783095,-0.5167429321523874
2019-06-18,-0.0018560610443585485,-0.5176398867704304
2019-06-19,0.01106865833620482,-0.5123008074820792
2019-06-20,0.01621947546320507,-0.5043905823956099
2019-06-21,0.02737714869372131,-0.4908222096758459
2019-06-22,0.022934111131375803,-0.47914466964692337
2019-06-23,0.0059381308765359625,-0.47605176252754533
2019-06-24,0.008952851042194062,-0.47136093200363427
2019-06-25,0.011796329362862183,-0.46512493144347267
2019-06-26,0.044209282134252605,-0.4414784886310794
2019-06-27,-0.06400051653512542,-0.4772241538546692
